uniprot_acc,Tm,organism,n_measurements
Q10920,41.25,Caenorhabditis elegans,1
Q10925,39.93,Caenorhabditis elegans,1
Q10931,44.17,Caenorhabditis elegans,1
Q10943,46.86,Caenorhabditis elegans,1
Q10944,41.44,Caenorhabditis elegans,1
Q10950,38.93,Caenorhabditis elegans,1
Q11002,42.36,Drosophila melanogaster,1
Q11011,50.97,Mus musculus,3
Q11067,42.28,Caenorhabditis elegans,1
Q11077,38.23,Caenorhabditis elegans,1
Q11107,54.31,Caenorhabditis elegans,1
Q11136,59.66,Mus musculus ,1
Q11176,52.16,Caenorhabditis elegans,1
Q11182,35.65,Caenorhabditis elegans,1
Q11183,44.53,Caenorhabditis elegans,1
Q11185,43.67,Caenorhabditis elegans,1
Q11189,40.18,Caenorhabditis elegans,1
Q11190,39.89,Caenorhabditis elegans,1
Q11201,55.56,Homo sapiens,1
Q11206,56.35,Homo sapiens,3
Q12000,44.72,Saccharomyces cerevisiae,1
Q12008,46.23,Saccharomyces cerevisiae,1
Q12009,47.14,Saccharomyces cerevisiae,1
Q12012,48.97,Saccharomyces cerevisiae,1
Q12017,51.22,Saccharomyces cerevisiae,1
Q12018,43.51,Saccharomyces cerevisiae,1
Q12030,52.59,Saccharomyces cerevisiae,1
Q12032,55.44,Saccharomyces cerevisiae,1
Q12033,51.5,Saccharomyces cerevisiae,1
Q12040,49.21,Saccharomyces cerevisiae,1
Q12055,53.77,Saccharomyces cerevisiae,1
Q12059,45.16,Saccharomyces cerevisiae,1
Q12063,54.97,Saccharomyces cerevisiae,1
Q12068,45.56,Saccharomyces cerevisiae,1
Q12074,52.44,Saccharomyces cerevisiae,1
Q12084,45.06,Saccharomyces cerevisiae,1
Q12091,48.53,Saccharomyces cerevisiae,1
Q12109,46.11,Saccharomyces cerevisiae,1
Q12114,42.95,Saccharomyces cerevisiae,1
Q12118,55.57,Saccharomyces cerevisiae,1
Q12122,51.95,Saccharomyces cerevisiae,1
Q12123,51.67,Saccharomyces cerevisiae,1
Q12125,52.44,Saccharomyces cerevisiae,1
Q12136,48.54,Saccharomyces cerevisiae,1
Q12143,56.41,Saccharomyces cerevisiae,1
Q12151,48.7,Saccharomyces cerevisiae,1
Q12153,44.82,Saccharomyces cerevisiae,1
Q12154,47.05,Saccharomyces cerevisiae,1
Q12156,54.15,Saccharomyces cerevisiae,1
Q12159,43.32,Saccharomyces cerevisiae,1
Q12161,48.28,Saccharomyces cerevisiae,1
Q12163,52.08,Saccharomyces cerevisiae,1
Q12166,46.28,Saccharomyces cerevisiae,1
Q12172,49.66,Saccharomyces cerevisiae,1
Q12178,52.98,Saccharomyces cerevisiae,1
Q12184,51.36,Saccharomyces cerevisiae,1
Q12186,50.11,Saccharomyces cerevisiae,1
Q12189,53.22,Saccharomyces cerevisiae,1
Q12198,45.64,Saccharomyces cerevisiae,1
Q12206,45.21,Saccharomyces cerevisiae,1
Q12211,51.0,Saccharomyces cerevisiae,1
Q12213,41.64,Saccharomyces cerevisiae,1
Q12220,42.4,Saccharomyces cerevisiae,1
Q12230,48.47,Saccharomyces cerevisiae,1
Q12234,47.23,Saccharomyces cerevisiae,1
Q12241,53.48,Saccharomyces cerevisiae,1
Q12242,49.88,Saccharomyces cerevisiae,1
Q12245,50.98,Saccharomyces cerevisiae,1
Q12248,53.85,Saccharomyces cerevisiae,1
Q12250,44.9,Saccharomyces cerevisiae,1
Q12265,47.35,Saccharomyces cerevisiae,1
Q12271,57.54,Saccharomyces cerevisiae,1
Q12276,49.66,Saccharomyces cerevisiae,1
Q12277,48.73,Saccharomyces cerevisiae,1
Q12283,47.45,Saccharomyces cerevisiae,1
Q12284,42.61,Saccharomyces cerevisiae,1
Q12285,53.11,Saccharomyces cerevisiae,1
Q12287,49.63,Saccharomyces cerevisiae,1
Q12288,45.38,Saccharomyces cerevisiae,1
Q12305,54.25,Saccharomyces cerevisiae,1
Q12306,54.92,Saccharomyces cerevisiae,1
Q12314,53.34,Saccharomyces cerevisiae,1
Q12320,54.57,Saccharomyces cerevisiae,1
Q12329,49.3,Saccharomyces cerevisiae,1
Q12330,53.07,Saccharomyces cerevisiae,1
Q12335,49.87,Saccharomyces cerevisiae,1
Q12338,54.73,Saccharomyces cerevisiae,1
Q12341,49.22,Saccharomyces cerevisiae,1
Q12344,52.12,Saccharomyces cerevisiae,1
Q12354,48.97,Saccharomyces cerevisiae,1
Q12358,51.71,Saccharomyces cerevisiae,1
Q12359,45.91,Saccharomyces cerevisiae,1
Q12362,46.21,Saccharomyces cerevisiae,1
Q12363,53.29,Saccharomyces cerevisiae,1
Q12377,44.54,Saccharomyces cerevisiae,1
Q12386,51.3,Saccharomyces cerevisiae,1
Q12387,43.12,Saccharomyces cerevisiae,1
Q12389,43.71,Saccharomyces cerevisiae,1
Q12400,48.71,Saccharomyces cerevisiae,1
Q12404,42.84,Saccharomyces cerevisiae,1
Q12406,48.66,Saccharomyces cerevisiae,1
Q12414,41.88,Saccharomyces cerevisiae,1
Q12416,48.6,Saccharomyces cerevisiae,1
Q12420,48.61,Saccharomyces cerevisiae,1
Q12427,49.91,Saccharomyces cerevisiae,1
Q12428,50.86,Saccharomyces cerevisiae,1
Q12433,45.96,Saccharomyces cerevisiae,1
Q12434,49.04,Saccharomyces cerevisiae,1
Q12443,54.37,Saccharomyces cerevisiae,1
Q12447,50.15,Saccharomyces cerevisiae,1
Q12449,54.1,Saccharomyces cerevisiae,1
Q12451,49.86,Saccharomyces cerevisiae,1
Q12455,52.58,Saccharomyces cerevisiae,1
Q12458,49.29,Saccharomyces cerevisiae,1
Q12460,46.94,Saccharomyces cerevisiae,1
Q12464,48.33,Saccharomyces cerevisiae,1
Q12480,49.62,Saccharomyces cerevisiae,1
Q12486,45.82,Saccharomyces cerevisiae,1
Q12487,43.49,Saccharomyces cerevisiae,1
Q12493,55.92,Saccharomyces cerevisiae,1
Q12495,55.3,Saccharomyces cerevisiae,1
Q12496,45.32,Saccharomyces cerevisiae,1
Q12499,48.94,Saccharomyces cerevisiae,1
Q12511,46.23,Saccharomyces cerevisiae,1
Q12512,55.13,Saccharomyces cerevisiae,1
Q12513,53.33,Saccharomyces cerevisiae,1
Q12514,52.02,Saccharomyces cerevisiae,1
Q12518,48.88,Saccharomyces cerevisiae,1
Q12522,48.35,Saccharomyces cerevisiae,1
Q12523,51.75,Saccharomyces cerevisiae,1
Q12525,49.27,Saccharomyces cerevisiae,1
Q12532,42.01,Saccharomyces cerevisiae,1
Q12672,41.7,Saccharomyces cerevisiae,1
Q12680,42.9,Saccharomyces cerevisiae,1
Q12690,46.53,Saccharomyces cerevisiae,1
Q12692,51.89,Saccharomyces cerevisiae,1
Q12754,52.14,Saccharomyces cerevisiae,1
Q12756,49.53,Homo sapiens,3
Q12765,52.059000000000005,Homo sapiens,10
Q12766,54.46,Homo sapiens,1
Q12768,51.51545454545454,Homo sapiens,11
Q12769,52.225,Homo sapiens,16
Q12770,52.63833333333333,Homo sapiens,6
Q12772,57.37,Homo sapiens,1
Q12774,52.75666666666667,Homo sapiens,3
Q12788,49.16416666666667,Homo sapiens,12
Q12789,49.46454545454546,Homo sapiens,11
Q12792,54.724545454545456,Homo sapiens,22
Q12794,49.39000000000001,Homo sapiens,3
Q12796,54.89,Homo sapiens,1
Q12797,52.281666666666666,Homo sapiens,18
Q12800,47.59222222222222,Homo sapiens,9
Q12802,56.311,Homo sapiens,10
Q12805,60.325,Homo sapiens,2
Q12809,49.635000000000005,Homo sapiens,4
Q12824,47.656666666666666,Homo sapiens,6
Q12830,47.96111111111111,Homo sapiens,9
Q12834,50.35181818181818,Homo sapiens,11
Q12840,49.055,Homo sapiens,8
Q12841,57.23,Human body fluids,1
Q12846,51.762857142857136,Homo sapiens,14
Q12849,52.24384615384615,Homo sapiens,13
Q12857,48.32,Homo sapiens,1
Q12860,60.919999999999995,Homo sapiens,3
Q12872,52.28611111111111,Homo sapiens,18
Q12873,50.448,Homo sapiens,5
Q12874,48.14681818181818,Homo sapiens,22
Q12882,54.711,Homo sapiens,10
Q12884,64.16,Homo sapiens,2
Q12888,50.46,Homo sapiens,15
Q12893,56.16416666666667,Homo sapiens,12
Q12894,52.16166666666667,Homo sapiens,6
Q12899,52.678333333333335,Homo sapiens,6
Q12904,49.413809523809526,Homo sapiens,21
Q12905,56.10045454545455,Homo sapiens,22
Q12906,57.84818181818182,Homo sapiens,22
Q12907,52.18529411764706,Homo sapiens,17
Q12912,54.9525,Homo sapiens,4
Q12923,49.165,Homo sapiens,4
Q12929,51.926,Homo sapiens,10
Q12933,53.266666666666666,Homo sapiens,18
Q12948,50.79,Homo sapiens,2
Q12955,55.06642857142857,Homo sapiens,14
Q12959,52.50909090909091,Homo sapiens,22
Q12962,56.789,Homo sapiens,10
Q12965,50.95249999999999,Homo sapiens,12
Q12972,53.29791666666667,Homo sapiens,24
Q12974,55.488125,Homo sapiens,16
Q12979,49.47125,Homo sapiens,8
Q12981,54.455555555555556,Homo sapiens,18
Q12982,59.29333333333333,Homo sapiens,3
Q12986,52.50545454545454,Homo sapiens,11
Q12996,52.19952380952381,Homo sapiens,21
Q13011,54.27181818181818,Homo sapiens,22
Q13015,50.2275,Homo sapiens,8
Q13017,49.50909090909091,Homo sapiens,22
Q13018,56.23,Homo sapiens,1
Q13033,55.6616,Homo sapiens,25
Q13042,52.15,Homo sapiens,10
Q13043,51.229473684210525,Homo sapiens,19
Q13045,48.811470588235295,Homo sapiens,34
Q13049,54.09538461538462,Homo sapiens,13
Q13057,47.53636363636363,Homo sapiens,22
Q13070,53.8025,Homo sapiens,4
Q13077,57.61,Homo sapiens,2
Q13085,47.39611111111111,Homo sapiens,18
Q13094,50.14,Homo sapiens,9
Q13098,55.12166666666667,Homo sapiens,6
Q13107,47.47631578947368,Homo sapiens,19
Q13111,49.09375,Homo sapiens,8
Q13112,59.494375,Homo sapiens,16
Q13114,50.800000000000004,Homo sapiens,3
Q13115,48.53,Homo sapiens,3
Q13118,57.17,Homo sapiens,1
Q13123,50.560769230769225,Homo sapiens,13
Q13126,64.58500000000001,Homo sapiens,2
Q13129,50.18333333333334,Homo sapiens,3
Q13131,52.08136363636363,Homo sapiens,22
Q13136,52.074666666666666,Homo sapiens,15
Q13137,52.476,Homo sapiens,5
Q13145,53.519999999999996,Homo sapiens,2
Q13148,46.053636363636365,Homo sapiens,22
Q13151,48.290625,Homo sapiens,16
Q13153,56.341875,Homo sapiens,16
Q13155,45.991176470588236,Homo sapiens,17
Q13158,50.3075,Homo sapiens,20
Q13162,56.892857142857146,Homo sapiens,7
Q13163,49.906666666666666,Homo sapiens,6
Q13164,49.95142857142857,Homo sapiens,14
Q13177,55.48409090909092,Homo sapiens,22
Q13185,55.12318181818182,Homo sapiens,22
Q13188,53.43863636363637,Homo sapiens,22
Q13190,49.42076923076923,Homo sapiens,13
Q13191,64.25,Homo sapiens,1
Q13200,52.971363636363634,Homo sapiens,22
Q13206,51.83125,Homo sapiens,8
Q13214,53.79,Homo sapiens,1
Q13216,55.0675,Homo sapiens,8
Q13217,50.24136363636364,Homo sapiens,22
Q13219,62.71,Homo sapiens,1
Q13228,59.75928571428572,Homo sapiens,14
Q13232,61.25125,Homo sapiens,16
Q13233,47.53333333333333,Homo sapiens,6
Q13242,50.83,Homo sapiens,4
Q13243,58.720000000000006,Homo sapiens,5
Q13247,53.7225,Homo sapiens,12
Q13257,51.636315789473684,Homo sapiens,19
Q13263,49.849545454545456,Homo sapiens,22
Q13277,56.613076923076925,Homo sapiens,13
Q13283,52.069545454545455,Homo sapiens,22
Q13287,55.265499999999996,Homo sapiens,20
Q13303,60.586666666666666,Homo sapiens,6
Q13308,54.89066666666667,Homo sapiens,15
Q13309,46.041,Homo sapiens,10
Q13310,51.1896,Homo sapiens,25
Q13315,51.53333333333333,Homo sapiens,12
Q13322,48.67,Homo sapiens,14
Q13325,48.73083333333333,Homo sapiens,12
Q13330,50.04352941176471,Homo sapiens,17
Q13332,53.977999999999994,Homo sapiens,5
Q13336,67.055,Homo sapiens,2
Q13347,47.38136363636363,Homo sapiens,22
Q13351,56.14333333333334,Homo sapiens,3
Q13356,49.56333333333334,Homo sapiens,15
Q13362,51.77791666666667,Homo sapiens,24
Q13363,55.064090909090915,Homo sapiens,22
Q13367,48.22,Homo sapiens,1
Q13371,53.77058823529412,Homo sapiens,17
Q13393,50.4,Homo sapiens,4
Q13395,53.08769230769231,Homo sapiens,13
Q13404,58.53875,Homo sapiens,8
Q13405,56.74375,Homo sapiens,8
Q13409,56.83909090909091,Homo sapiens,22
Q13416,47.593333333333334,Homo sapiens,9
Q13418,48.860476190476184,Homo sapiens,21
Q13422,51.12,Homo sapiens,5
Q13423,51.9855,Homo sapiens,20
Q13424,50.7825,Homo sapiens,12
Q13425,49.49666666666666,Homo sapiens,15
Q13426,60.06947368421052,Homo sapiens,19
Q13427,50.28692307692308,Homo sapiens,13
Q13428,53.26571428571429,Homo sapiens,7
Q13429,47.34,Homo sapiens,2
Q13432,49.54588235294118,Homo sapiens,17
Q13433,57.98,Homo sapiens,1
Q13435,52.21818181818182,Homo sapiens,11
Q13438,54.51538461538462,Homo sapiens,13
Q13439,48.879999999999995,Homo sapiens,15
Q13443,57.56923076923077,Homo sapiens,13
Q13444,55.977777777777774,Homo sapiens,9
Q13445,54.59214285714285,Homo sapiens,14
Q13451,47.34909090909091,Homo sapiens,22
Q13464,51.06818181818182,Homo sapiens,22
Q13467,55.894999999999996,Homo sapiens,4
Q13469,47.6775,Homo sapiens,8
Q13472,47.04666666666666,Homo sapiens,3
Q13480,52.61875,Homo sapiens,8
Q13488,53.51428571428572,Homo sapiens,7
Q13490,51.94,Homo sapiens,1
Q13492,54.6995,Homo sapiens,20
Q13496,55.94777777777778,Homo sapiens,18
Q13501,53.7125,Homo sapiens,20
Q13503,57.472,Homo sapiens,5
Q13505,52.45125,Homo sapiens,16
Q13506,50.47666666666667,Homo sapiens,9
Q13509,55.833333333333336,Homo sapiens,18
Q13516,44.535,Homo sapiens,2
Q13522,52.62,Homo sapiens,1
Q13523,52.34,Homo sapiens,2
Q13526,53.29052631578947,Homo sapiens,19
Q13535,51.656666666666666,Homo sapiens,9
Q13541,56.3725,Homo sapiens,4
Q13542,56.99214285714286,Homo sapiens,14
Q13546,48.93571428571429,Homo sapiens,21
Q13547,49.361111111111114,Homo sapiens,18
Q13554,54.92,Homo sapiens,1
Q13555,53.975,Homo sapiens,4
Q13557,54.8525,Homo sapiens,8
Q13561,55.53,Homo sapiens,6
Q13564,50.93266666666667,Homo sapiens,15
Q13568,49.18,Homo sapiens,1
Q13571,54.21,Homo sapiens,1
Q13572,51.363157894736844,Homo sapiens,19
Q13573,56.22923076923077,Homo sapiens,13
Q13574,55.61666666666667,Homo sapiens,3
Q13576,47.69785714285714,Homo sapiens,14
Q13586,51.692499999999995,Homo sapiens,12
Q13588,47.019999999999996,Homo sapiens,2
Q13595,56.05,Homo sapiens,1
Q13596,50.77181818181818,Homo sapiens,22
Q13601,53.10333333333333,Homo sapiens,3
Q13608,53.39923076923076,Homo sapiens,13
Q13610,59.893076923076926,Homo sapiens,13
Q13613,50.302499999999995,Homo sapiens,4
Q13614,53.250625,Homo sapiens,16
Q13615,53.685,Homo sapiens,4
Q13616,58.83,Homo sapiens,22
Q13617,53.94909090909091,Homo sapiens,22
Q13618,55.43272727272727,Homo sapiens,22
Q13619,51.581500000000005,Homo sapiens,20
Q13620,54.6,Homo sapiens,8
Q13625,50.57125,Homo sapiens,16
Q13627,50.78,Homo sapiens,12
Q13630,55.95409090909091,Homo sapiens,22
Q13636,53.24583333333334,Homo sapiens,12
Q13637,55.644000000000005,Homo sapiens,10
Q13641,60.910000000000004,Homo sapiens,6
Q13642,61.332499999999996,Homo sapiens,4
Q13643,55.99400000000001,Homo sapiens,10
Q13670,47.568,Homo sapiens,5
Q13671,45.0075,Homo sapiens,4
Q13683,60.989999999999995,Homo sapiens,2
Q13686,49.76470588235294,Homo sapiens,17
Q13724,51.334375,Homo sapiens,16
Q13733,53.305,Homo sapiens,2
Q13740,61.052499999999995,Homo sapiens,4
Q13748,44.72,Homo sapiens,1
Q13751,53.055,Homo sapiens,2
Q13753,52.525,Homo sapiens,2
Q13769,52.42454545454545,Homo sapiens,11
Q13794,51.58,Homo sapiens,1
Q13795,51.142222222222216,Homo sapiens,9
Q13796,58.122,Homo sapiens,5
Q13813,55.91103448275862,Homo sapiens,29
Q13823,51.07,Homo sapiens,2
Q13825,53.102666666666664,Homo sapiens,15
Q13835,56.76,Homo sapiens,1
Q13838,53.352,Homo sapiens,10
Q13867,62.135,Homo sapiens,12
Q13868,60.190000000000005,Homo sapiens,15
Q13873,55.325,Homo sapiens,2
Q13882,57.125,Homo sapiens,2
Q13884,49.262499999999996,Homo sapiens,12
Q13885,53.55136363636364,Homo sapiens,22
Q13886,59.09,Homo sapiens,1
Q13887,51.17,Homo sapiens,1
Q13895,49.396470588235296,Homo sapiens,17
Q13901,53.175,Homo sapiens,2
Q13905,50.85,Homo sapiens,6
Q13907,56.9735,Homo sapiens,20
Q13938,58.27,Homo sapiens,1
Q13948,50.6625,Homo sapiens,4
Q13951,51.996,Homo sapiens,30
Q13952,54.101111111111116,Homo sapiens,18
Q13976,52.35,Homo sapiens,3
Q14004,54.2375,Homo sapiens,8
Q14005,50.36666666666667,Homo sapiens,3
Q14008,49.23272727272727,Homo sapiens,22
Q14011,56.294,Homo sapiens,10
Q14012,53.70666666666667,Homo sapiens,12
Q14019,55.47863636363636,Homo sapiens,22
Q14032,51.16,Homo sapiens,6
Q14050,56.79,Homo sapiens,1
Q14088,54.175,Homo sapiens,2
Q14103,57.70545454545454,Homo sapiens,11
Q14108,59.535714285714285,Homo sapiens,7
Q14112,57.625,Homo sapiens,2
Q14114,58.529090909090904,Homo sapiens,11
Q14116,58.58166666666667,Homo sapiens,12
Q14117,56.49,Homo sapiens,6
Q14118,57.97,Homo sapiens,9
Q14123,56.1975,Homo sapiens,4
Q14126,55.866,Homo sapiens,10
Q14129,50.349999999999994,Homo sapiens,2
Q14135,61.71,Homo sapiens,1
Q14137,49.7225,Homo sapiens,16
Q14139,49.13681818181818,Homo sapiens,22
Q14141,58.6575,Homo sapiens,8
Q14142,52.87,Homo sapiens,1
Q14145,51.482142857142854,Homo sapiens,14
Q14146,52.448,Homo sapiens,5
Q14147,49.275,Homo sapiens,10
Q14149,49.93642857142857,Homo sapiens,14
Q14152,50.421176470588236,Homo sapiens,17
Q14153,52.1575,Homo sapiens,4
Q14155,52.165,Homo sapiens,6
Q14157,50.938,Homo sapiens,5
Q14160,48.040909090909096,Homo sapiens,22
Q14161,52.79545454545455,Homo sapiens,11
Q14165,52.36857142857143,Homo sapiens,14
Q14166,46.06636363636364,Homo sapiens,22
Q14181,49.955,Homo sapiens,16
Q14183,45.66,Homo sapiens,2
Q14185,54.266,Homo sapiens,5
Q14186,48.3625,Homo sapiens,4
Q14188,49.54,Homo sapiens,2
Q14191,54.81444444444445,Homo sapiens,9
Q14192,52.7675,Homo sapiens,4
Q14195,60.945,Homo sapiens,8
Q14202,54.2825,Homo sapiens,4
Q14203,52.87625,Homo sapiens,8
Q14204,50.570499999999996,Homo sapiens,20
Q14207,59.940000000000005,Homo sapiens,4
Q14232,56.64045454545454,Homo sapiens,22
Q14240,55.9525,Homo sapiens,20
Q14241,51.7,Homo sapiens,13
Q14242,53.575,Homo sapiens,2
Q14244,53.79333333333333,Homo sapiens,6
Q14247,58.298333333333325,Homo sapiens,6
Q14249,51.125,Homo sapiens,18
Q14254,56.955000000000005,Homo sapiens,6
Q14257,54.258,Homo sapiens,15
Q14258,49.76315789473684,Homo sapiens,19
Q14289,49.09142857142857,Homo sapiens,14
Q14315,53.906666666666666,Homo sapiens,15
Q14318,47.8755,Homo sapiens,20
Q14320,52.438181818181825,Homo sapiens,22
Q14331,50.922941176470594,Homo sapiens,17
Q14332,62.586666666666666,Homo sapiens,3
Q14344,52.72266666666667,Homo sapiens,15
Q14353,51.9775,Homo sapiens,20
Q14376,52.000454545454545,Homo sapiens,22
Q14392,58.095,Homo sapiens,2
Q14393,62.055,Homo sapiens,2
Q14397,46.715,Homo sapiens,4
Q14409,65.43,Homo sapiens,1
Q14410,53.98666666666667,Homo sapiens,3
Q14432,50.2,Homo sapiens,2
Q14435,49.2,Homo sapiens,2
Q14444,53.76833333333334,Homo sapiens,6
Q14449,56.16,Homo sapiens,2
Q14451,48.23666666666667,Homo sapiens,3
Q14457,50.87384615384615,Homo sapiens,13
Q14469,55.3,Homo sapiens,8
Q14493,50.09,Homo sapiens,3
Q14498,51.06368421052632,Homo sapiens,19
Q14511,50.629999999999995,Homo sapiens,6
Q14517,49.75,Homo sapiens,5
Q14520,56.275555555555556,Homo sapiens,18
Q14526,45.72,Homo sapiens,2
Q14527,49.558888888888895,Homo sapiens,9
Q14534,51.435,Homo sapiens,12
Q14542,53.769999999999996,Homo sapiens,2
Q14554,52.64136363636363,Homo sapiens,22
Q14558,56.322500000000005,Homo sapiens,20
Q14562,52.125,Homo sapiens,10
Q14566,50.779,Homo sapiens,20
Q14571,49.06,Homo sapiens,1
Q14573,47.626,Homo sapiens,5
Q14596,57.63,Homo sapiens,1
Q14624,56.682500000000005,Homo sapiens,4
Q14642,52.730000000000004,Homo sapiens,2
Q14644,46.825714285714284,Homo sapiens,7
Q14651,51.915238095238095,Homo sapiens,21
Q14653,52.85409090909091,Homo sapiens,22
Q14657,57.909000000000006,Homo sapiens,20
Q14667,53.93,Homo sapiens,1
Q14669,48.677499999999995,Homo sapiens,20
Q14671,50.278571428571425,Homo sapiens,7
Q14674,50.614,Homo sapiens,5
Q14676,52.70642857142857,Homo sapiens,14
Q14677,54.87842105263158,Homo sapiens,19
Q14678,51.41125,Homo sapiens,8
Q14680,48.305,Homo sapiens,4
Q14681,54.16142857142857,Homo sapiens,7
Q14683,52.147000000000006,Homo sapiens,20
Q14684,49.51222222222222,Homo sapiens,9
Q14686,50.04777777777778,Homo sapiens,9
Q14687,50.90571428571428,Homo sapiens,14
Q14689,53.413333333333334,Homo sapiens,6
Q14690,49.12375,Homo sapiens,8
Q14691,51.0075,Homo sapiens,16
Q14692,51.55666666666667,Homo sapiens,3
Q14693,55.53,Homo sapiens,4
Q14694,47.24666666666666,Homo sapiens,21
Q14696,57.50235294117647,Homo sapiens,17
Q14697,49.60771428571429,Homo sapiens,35
Q14699,54.7275,Homo sapiens,8
Q14703,47.69,Homo sapiens,1
Q14739,51.945,Homo sapiens,12
Q14746,47.69888888888889,Homo sapiens,9
Q14749,54.245,Homo sapiens,4
Q14761,54.15,Homo sapiens,2
Q14764,53.577999999999996,Homo sapiens,5
Q14773,51.09,Homo sapiens,1
Q14781,49.78666666666667,Homo sapiens,3
Q14789,50.02904761904762,Homo sapiens,21
Q14790,49.86409090909091,Homo sapiens,22
Q147X3,51.99230769230769,Homo sapiens,13
Q14807,51.04888888888889,Homo sapiens,9
Q14814,56.0875,Homo sapiens,12
Q14839,49.1475,Homo sapiens,4
Q14847,69.94,Homo sapiens,1
Q14849,52.33,Homo sapiens,2
Q14872,52.02166666666667,Homo sapiens,6
Q14894,59.42285714285714,Homo sapiens,7
Q148Q4,43.120000000000005,Mus musculus,2
Q148S3,46.71,Mus musculus,2
Q148S9,54.735,Mus musculus,2
Q148V7,46.74,Mus musculus ,1
Q148Z6,54.870000000000005,Mus musculus,2
Q14914,54.08083333333334,Homo sapiens,12
Q14919,59.1375,Homo sapiens,4
Q14934,45.7,Homo sapiens,1
Q14938,56.974999999999994,Homo sapiens,2
Q14964,55.034166666666664,Homo sapiens,12
Q14966,51.810769230769225,Homo sapiens,13
Q14974,50.51045454545454,Homo sapiens,22
Q14978,55.6,Homo sapiens,3
Q14980,52.20655172413793,Homo sapiens,29
Q14990,51.53,Homo sapiens,2
Q14997,51.07235294117647,Homo sapiens,17
Q14999,47.775000000000006,Homo sapiens,2
Q149D1,53.09,Mus musculus,2
Q149F1,52.065,Mus musculus,2
Q149L6,48.435,Mus musculus,2
Q14A90,45.75,Mus musculus,2
Q14A95,48.44,Mus musculus,2
Q14AI6,52.49,Mus musculus,3
Q14AI7,54.66,Mus musculus,2
Q14AM4,50.849999999999994,Mus musculus,2
Q14AQ1,47.5,Mus musculus,2
Q14AX6,51.045,Mus musculus,2
Q14AZ9,49.42,Mus musculus,2
Q14B01,61.47,Mus musculus,1
Q14B21,45.64,Mus musculus,2
Q14B71,52.07,Mus musculus,2
Q14BF8,50.89,Mus musculus,2
Q14BN4,49.98307692307692,Homo sapiens,13
Q14BR4,45.4,Mus musculus,1
Q14BV6,50.85,Mus musculus,1
Q14BZ3,50.495000000000005,Mus musculus,2
Q14C24,45.085,Mus musculus,2
Q14C26,51.715,Mus musculus,2
Q14C51,45.605000000000004,Mus musculus,2
Q14C86,50.345263157894735,Homo sapiens,19
Q14CB8,51.54,Homo sapiens,1
Q14CH1,57.03,Mus musculus,3
Q14CH7,43.95666666666667,Mus musculus,3
Q14CM0,53.01,Homo sapiens,3
Q14CS0,51.775,Homo sapiens,8
Q14CX7,52.199473684210524,Homo sapiens,19
Q14CZ0,51.06,Homo sapiens,1
Q14CZ7,46.653333333333336,Homo sapiens,6
Q14DH7,49.13,Mus musculus ,1
Q15003,47.71692307692308,Homo sapiens,13
Q15005,51.74,Homo sapiens,2
Q15006,53.00928571428572,Homo sapiens,14
Q15007,50.018235294117645,Homo sapiens,17
Q15008,53.00090909090909,Homo sapiens,22
Q15011,52.031666666666666,Homo sapiens,12
Q15012,54.336666666666666,Homo sapiens,6
Q15013,50.631875,Homo sapiens,16
Q15014,54.385,Homo sapiens,6
Q15018,59.477999999999994,Homo sapiens,20
Q15019,58.262352941176474,Homo sapiens,17
Q15020,49.76444444444444,Homo sapiens,18
Q15021,47.535000000000004,Homo sapiens,16
Q15022,49.11,Homo sapiens,2
Q15024,60.094500000000004,Homo sapiens,20
Q15027,49.379999999999995,Homo sapiens,2
Q15029,60.25863636363636,Homo sapiens,22
Q15031,50.18125,Homo sapiens,8
Q15032,53.03285714285715,Homo sapiens,14
Q15036,48.82590909090909,Homo sapiens,22
Q15038,53.98666666666667,Homo sapiens,3
Q15042,47.87230769230769,Homo sapiens,13
Q15043,53.085,Homo sapiens,6
Q15046,52.65590909090909,Homo sapiens,22
Q15047,49.97,Homo sapiens,13
Q15048,46.98375,Homo sapiens,8
Q15050,53.17,Homo sapiens,2
Q15051,47.068,Homo sapiens,5
Q15052,51.089999999999996,Homo sapiens,5
Q15054,49.93,Homo sapiens,2
Q15056,52.46130434782608,Homo sapiens,23
Q15057,50.13954545454545,Homo sapiens,22
Q15058,48.46636363636364,Homo sapiens,11
Q15059,51.44388888888889,Homo sapiens,18
Q15061,58.47222222222222,Homo sapiens,18
Q15063,55.44,Homo sapiens,1
Q15067,57.66826086956521,Homo sapiens,23
Q15070,48.66,Homo sapiens,1
Q15072,56.255,Homo sapiens,2
Q15075,67.0,Homo sapiens,1
Q15102,49.56045454545454,Homo sapiens,22
Q15111,48.254444444444445,Homo sapiens,9
Q15113,59.385,Homo sapiens,2
Q15118,50.26933333333333,Homo sapiens,15
Q15119,50.40625,Homo sapiens,8
Q15120,50.905454545454546,Homo sapiens,11
Q15121,50.47,Homo sapiens,8
Q15124,62.9875,Homo sapiens,4
Q15125,50.87428571428571,Homo sapiens,7
Q15126,47.20090909090909,Homo sapiens,22
Q15131,47.32,Homo sapiens,2
Q15139,51.145,Homo sapiens,6
Q15147,52.33833333333333,Homo sapiens,6
Q15149,52.94078947368421,Homo sapiens,38
Q15154,52.669999999999995,Homo sapiens,6
